Car Id.,Speed,Timestamp
4,51,1.8351685018351687
5,6,1.8685352018685353
6,65,1.8685352018685353
12,55,3.2365699032365702
18,74,4.2042042042042045
16,9,4.371037704371038
29,64,7.874541207874541
31,107,8.041374708041374
38,57,8.441775108441776
41,36,9.20920920920921
25,4,9.943276609943277
44,69,10.076743410076745
